gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,payment_method,support_calls,late_payments,monthly_charges,total_charges,churn
Female,0,No,No,41,One year,DSL,No,No,Electronic check,0,0,48.8,2092.55,0
Female,0,No,No,32,Month-to-month,No,No internet service,No internet service,Electronic check,2,2,27.85,903.53,0
Female,1,No,No,28,Two year,No,No internet service,No internet service,Electronic check,0,0,29.68,811.52,1
Male,0,No,Yes,33,Month-to-month,DSL,No,Yes,Mailed check,1,0,61.13,1989.03,0
Male,0,No,No,57,Two year,Fiber optic,No,No,Bank transfer,0,1,70.07,4067.23,0
Female,1,Yes,No,46,Month-to-month,No,No internet service,No internet service,Credit card,1,1,45.69,1868.45,0
Male,1,Yes,No,21,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,0,66.48,1532.51,1
Female,0,No,No,66,One year,DSL,No,No,Electronic check,3,1,60.92,4025.57,0
Female,0,Yes,Yes,18,One year,DSL,No,No,Mailed check,1,1,53.43,809.11,0
Female,1,No,No,28,Month-to-month,Fiber optic,Yes,No,Mailed check,1,1,94.35,2789.43,1
Female,0,No,No,30,Two year,No,No internet service,No internet service,Bank transfer,0,0,18.0,395.78,0
Male,1,No,No,21,One year,DSL,No,Yes,Bank transfer,2,0,69.29,1319.68,0
Female,0,Yes,No,62,Two year,DSL,Yes,Yes,Bank transfer,1,0,77.1,4726.42,0
Male,0,No,No,20,One year,Fiber optic,Yes,No,Credit card,1,0,74.74,1485.34,0
Male,0,No,Yes,24,One year,Fiber optic,No,No,Electronic check,0,0,62.2,1564.88,0
Female,0,No,Yes,51,One year,No,No internet service,No internet service,Bank transfer,1,0,40.98,2069.29,0
Male,0,No,No,18,Month-to-month,No,No internet service,No internet service,Credit card,0,0,18.0,275.67,0
Male,0,Yes,No,9,Month-to-month,Fiber optic,No,No,Electronic check,2,0,77.37,677.84,1
Female,0,No,Yes,29,Two year,No,No internet service,No internet service,Bank transfer,0,0,35.96,1024.03,0
Female,0,Yes,Yes,12,Month-to-month,Fiber optic,No,No,Electronic check,3,0,67.71,898.86,1
Male,0,No,No,11,Month-to-month,Fiber optic,No,No,Bank transfer,1,0,67.66,807.57,0
Male,0,Yes,Yes,4,Month-to-month,DSL,No,Yes,Electronic check,0,1,71.12,248.25,1
Female,0,Yes,No,4,One year,Fiber optic,No,Yes,Electronic check,0,0,74.54,277.49,0
Male,0,Yes,No,5,Month-to-month,DSL,No,No,Bank transfer,0,0,44.54,111.14,0
Male,0,Yes,Yes,72,Two year,No,No internet service,No internet service,Mailed check,3,1,18.0,1333.91,0
Female,1,No,Yes,5,Month-to-month,DSL,No,No,Electronic check,1,1,57.97,286.75,1
Female,0,No,No,11,Month-to-month,DSL,No,No,Bank transfer,1,1,46.01,529.38,0
Female,0,Yes,Yes,24,Two year,No,No internet service,No internet service,Mailed check,1,0,30.26,764.15,0
Male,0,Yes,No,39,Month-to-month,Fiber optic,Yes,No,Electronic check,1,2,74.82,3011.35,1
Female,1,No,Yes,42,One year,Fiber optic,Yes,Yes,Credit card,0,0,94.68,3953.18,0
Female,1,Yes,No,14,Two year,Fiber optic,Yes,No,Credit card,1,0,87.0,1221.24,0
Female,0,Yes,No,28,Month-to-month,DSL,No,Yes,Electronic check,2,0,49.04,1467.1,0
Male,0,Yes,No,24,Month-to-month,DSL,Yes,No,Credit card,1,1,52.29,1244.54,0
Female,0,No,Yes,27,Two year,Fiber optic,Yes,No,Credit card,1,0,80.65,2172.13,0
Female,0,No,No,29,One year,No,No internet service,No internet service,Mailed check,0,1,35.26,1180.91,0
Female,0,Yes,No,35,Two year,DSL,No,No,Credit card,0,0,49.9,1743.8,0
Male,0,No,Yes,17,Two year,DSL,No,No,Credit card,0,0,50.71,966.19,0
Female,1,No,No,55,One year,DSL,Yes,No,Credit card,1,2,58.79,3199.93,0
Male,1,No,No,20,Month-to-month,Fiber optic,No,No,Electronic check,2,1,61.99,1212.55,1
Female,0,No,Yes,72,One year,DSL,No,No,Credit card,2,0,45.37,3146.27,0
Male,0,No,No,18,Month-to-month,DSL,Yes,No,Electronic check,2,1,54.52,1018.06,1
Male,0,No,No,28,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0,84.01,2395.31,0
Male,0,No,Yes,24,Two year,Fiber optic,No,No,Electronic check,1,1,83.36,2006.0,0
Female,0,Yes,Yes,27,Two year,Fiber optic,No,Yes,Credit card,0,0,69.72,1909.96,0
Female,0,No,No,51,Two year,DSL,Yes,Yes,Credit card,1,2,69.77,3610.77,0
Male,0,No,Yes,23,Two year,DSL,Yes,No,Mailed check,0,1,57.75,1239.34,0
Male,0,Yes,Yes,10,Month-to-month,DSL,No,Yes,Mailed check,0,0,52.99,534.11,0
Male,0,Yes,No,17,Month-to-month,Fiber optic,No,No,Electronic check,3,1,61.32,1141.97,1
Female,0,Yes,No,23,Month-to-month,DSL,No,No,Electronic check,2,2,50.83,1152.12,1
Male,0,Yes,Yes,30,One year,No,No internet service,No internet service,Credit card,0,1,19.32,497.05,0
Male,0,Yes,No,14,Two year,DSL,Yes,No,Bank transfer,2,0,58.98,890.62,0
Male,0,Yes,No,16,Two year,Fiber optic,No,Yes,Bank transfer,3,0,68.98,1112.59,0
Male,0,Yes,No,31,Two year,DSL,Yes,Yes,Credit card,0,0,55.17,1708.64,0
Female,0,No,No,31,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,0,85.6,2629.18,0
Female,0,Yes,Yes,47,One year,Fiber optic,No,No,Mailed check,1,0,70.56,3371.54,1
Male,0,Yes,Yes,16,Month-to-month,DSL,No,No,Electronic check,0,0,50.38,773.08,1
Male,0,Yes,Yes,37,One year,Fiber optic,No,No,Electronic check,1,0,64.95,2489.91,0
Male,0,Yes,No,24,Month-to-month,DSL,No,Yes,Credit card,3,0,63.07,1518.77,0
Female,1,Yes,No,18,One year,Fiber optic,No,Yes,Credit card,1,1,75.54,1420.51,0
Male,1,No,Yes,24,Month-to-month,No,No internet service,No internet service,Electronic check,0,2,30.23,779.29,1
Male,0,Yes,No,27,One year,Fiber optic,Yes,No,Mailed check,2,0,72.37,1883.12,0
Female,1,Yes,No,9,Two year,Fiber optic,No,No,Bank transfer,0,1,60.5,573.16,1
Female,0,No,No,10,Month-to-month,DSL,No,No,Bank transfer,4,0,43.19,415.8,0
Female,0,No,No,40,One year,Fiber optic,Yes,No,Bank transfer,1,0,79.39,3214.99,0
Female,0,Yes,No,20,Two year,Fiber optic,No,No,Electronic check,0,3,61.09,1218.18,0
Female,0,Yes,No,30,Two year,DSL,No,Yes,Bank transfer,0,0,71.49,2031.74,0
Male,0,No,No,39,Month-to-month,DSL,No,Yes,Bank transfer,2,0,46.11,1845.72,0
Female,0,No,No,24,One year,DSL,No,Yes,Electronic check,0,0,55.8,1205.27,0
Female,0,Yes,Yes,37,Month-to-month,DSL,Yes,No,Bank transfer,0,0,65.53,2433.1,1
Female,1,No,Yes,27,Month-to-month,No,No internet service,No internet service,Mailed check,1,0,26.28,823.26,0
Female,0,No,No,28,Month-to-month,DSL,No,No,Credit card,1,0,46.18,1377.11,0
Male,1,No,No,54,One year,DSL,Yes,No,Credit card,1,1,65.2,3544.94,1
Female,1,Yes,Yes,23,Month-to-month,DSL,Yes,No,Bank transfer,1,0,48.57,1086.43,0
Female,1,No,Yes,41,One year,DSL,No,No,Mailed check,1,1,46.69,1910.53,0
Female,0,No,No,8,Month-to-month,Fiber optic,Yes,No,Credit card,4,0,63.06,567.56,1
Female,0,No,Yes,29,Month-to-month,DSL,No,No,Electronic check,1,1,56.07,1578.68,1
Male,0,Yes,No,63,Two year,DSL,Yes,Yes,Mailed check,1,0,68.48,4339.32,0
Female,1,Yes,Yes,72,Month-to-month,DSL,Yes,No,Mailed check,1,1,60.5,4304.95,0
Female,0,Yes,Yes,8,Month-to-month,Fiber optic,No,No,Electronic check,1,0,70.04,543.43,1
Female,0,No,No,20,Month-to-month,Fiber optic,Yes,No,Credit card,2,0,76.65,1504.69,1
Male,0,No,Yes,12,Month-to-month,Fiber optic,No,Yes,Electronic check,1,0,77.86,959.18,1
Male,0,Yes,Yes,23,Month-to-month,DSL,Yes,Yes,Credit card,3,0,66.44,1561.03,0
Male,0,Yes,No,45,Two year,DSL,No,No,Bank transfer,3,1,50.04,2381.01,0
Male,0,Yes,No,55,One year,No,No internet service,No internet service,Bank transfer,2,0,18.0,980.84,0
Male,0,No,No,57,Month-to-month,DSL,No,Yes,Electronic check,4,2,38.93,2238.37,1
Male,0,Yes,No,8,Month-to-month,Fiber optic,No,No,Mailed check,2,0,85.7,756.11,0
Female,0,Yes,Yes,26,Two year,DSL,Yes,No,Credit card,0,0,50.81,1319.56,0
Female,0,No,No,16,Month-to-month,DSL,Yes,Yes,Mailed check,0,0,62.59,1007.28,1
Male,0,No,No,22,Month-to-month,Fiber optic,No,No,Electronic check,2,0,77.91,1750.58,1
Male,0,No,Yes,18,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1,79.7,1394.01,0
Male,1,No,Yes,8,One year,DSL,Yes,No,Bank transfer,0,0,44.56,368.53,0
Male,0,Yes,No,56,Two year,Fiber optic,No,Yes,Bank transfer,0,0,67.68,3741.41,0
Male,1,Yes,Yes,14,Month-to-month,Fiber optic,No,No,Mailed check,2,0,76.04,1045.44,1
Female,0,Yes,Yes,16,Month-to-month,Fiber optic,No,No,Electronic check,2,2,73.78,1309.28,0
Male,0,No,No,63,Two year,No,No internet service,No internet service,Electronic check,0,1,19.87,1243.14,0
Female,0,No,No,7,Month-to-month,Fiber optic,No,No,Bank transfer,2,1,68.67,493.99,1
Male,0,Yes,No,34,One year,DSL,No,No,Credit card,2,0,49.31,1517.76,0
Female,0,No,Yes,49,Two year,DSL,No,Yes,Credit card,2,0,58.98,2916.46,0
Male,0,No,No,60,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,1,79.37,4880.76,0
Female,0,No,No,33,Month-to-month,DSL,No,No,Bank transfer,2,0,45.89,1463.46,0
Female,1,Yes,No,41,One year,No,No internet service,No internet service,Bank transfer,1,0,29.61,1279.05,0
Female,0,Yes,No,49,One year,No,No internet service,No internet service,Mailed check,0,0,28.75,1371.56,0
Male,0,No,No,23,Month-to-month,DSL,No,No,Credit card,0,1,55.97,1187.98,0
Male,0,No,Yes,13,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,0,90.17,1145.96,1
Female,0,No,No,66,One year,DSL,Yes,Yes,Electronic check,2,0,69.96,4576.36,0
Female,0,No,No,38,One year,DSL,Yes,No,Bank transfer,0,0,52.36,1996.6,0
Female,0,Yes,No,26,Month-to-month,No,No internet service,No internet service,Electronic check,2,1,23.01,580.1,1
Male,1,No,No,8,Month-to-month,Fiber optic,No,No,Bank transfer,2,0,62.19,437.6,1
Female,0,Yes,No,3,Month-to-month,Fiber optic,No,No,Credit card,2,0,70.61,243.79,1
Female,0,Yes,No,34,One year,No,No internet service,No internet service,Bank transfer,0,0,18.0,682.41,0
Female,0,Yes,Yes,3,Month-to-month,DSL,Yes,Yes,Electronic check,2,1,67.76,242.25,1
Female,0,Yes,No,26,One year,Fiber optic,No,No,Bank transfer,0,0,78.6,2054.29,0
Male,0,Yes,No,15,One year,No,No internet service,No internet service,Electronic check,1,3,23.99,355.2,0
Male,1,No,No,18,Two year,Fiber optic,No,Yes,Bank transfer,0,0,72.67,1343.19,0
Female,0,No,Yes,57,One year,Fiber optic,No,Yes,Electronic check,2,0,80.95,4581.12,0
Female,1,Yes,No,15,One year,DSL,No,No,Bank transfer,1,0,57.26,909.38,0
Male,1,Yes,No,27,Month-to-month,No,No internet service,No internet service,Credit card,1,0,18.02,409.66,0
Male,0,Yes,No,15,One year,DSL,No,Yes,Electronic check,1,2,57.92,764.12,0
Male,0,Yes,No,32,One year,No,No internet service,No internet service,Bank transfer,1,0,26.51,885.14,0
Female,0,Yes,No,29,Two year,DSL,Yes,No,Bank transfer,1,0,53.78,1495.23,0
Female,0,No,Yes,26,Two year,DSL,No,No,Bank transfer,4,0,53.1,1335.27,0
Male,0,No,No,49,Month-to-month,DSL,Yes,No,Credit card,3,0,42.9,2039.83,0
Female,0,No,No,7,Two year,Fiber optic,No,Yes,Mailed check,1,1,79.75,594.04,0
Female,0,No,No,5,Month-to-month,DSL,Yes,No,Electronic check,1,0,70.35,303.9,1
Male,1,No,No,10,One year,Fiber optic,No,Yes,Bank transfer,0,0,81.48,898.21,0
Male,0,Yes,No,29,Month-to-month,No,No internet service,No internet service,Bank transfer,1,0,24.31,751.08,0
Male,0,Yes,No,35,Month-to-month,DSL,No,Yes,Credit card,2,0,47.27,1670.31,1
Female,0,Yes,Yes,1,One year,Fiber optic,Yes,No,Credit card,1,1,73.26,169.22,1
Male,0,Yes,No,35,Month-to-month,Fiber optic,No,No,Bank transfer,3,0,71.47,2445.39,1
Male,0,No,No,20,Month-to-month,Fiber optic,No,No,Mailed check,2,0,69.75,1402.81,1
Female,0,No,No,67,Month-to-month,Fiber optic,Yes,No,Mailed check,1,1,66.13,4293.35,1
Male,0,Yes,Yes,33,Month-to-month,No,No internet service,No internet service,Credit card,2,0,25.99,826.0,0
Male,0,Yes,No,62,Two year,Fiber optic,Yes,Yes,Mailed check,0,0,77.14,4703.66,0
Male,0,Yes,Yes,55,Two year,Fiber optic,Yes,Yes,Bank transfer,0,1,79.4,4421.6,0
Female,0,No,No,20,Two year,DSL,No,No,Bank transfer,0,0,56.18,1199.24,0
Female,0,Yes,No,45,One year,Fiber optic,Yes,No,Electronic check,2,0,74.09,3317.77,0
Male,0,No,No,20,One year,DSL,No,No,Bank transfer,1,0,43.83,1013.73,0
Male,0,Yes,Yes,72,Two year,Fiber optic,No,Yes,Electronic check,1,0,69.12,4925.96,0
Male,0,Yes,No,21,Month-to-month,Fiber optic,No,No,Credit card,2,0,63.28,1257.63,0
Male,0,Yes,No,37,One year,Fiber optic,No,Yes,Bank transfer,2,0,72.68,2656.73,0
Male,0,No,No,72,Two year,Fiber optic,Yes,No,Electronic check,0,0,82.86,5988.85,0
Male,0,Yes,No,38,Two year,Fiber optic,No,Yes,Credit card,0,1,76.74,2972.9,0
Female,1,No,Yes,18,One year,DSL,No,No,Credit card,0,1,58.63,1102.93,0
Female,0,Yes,Yes,9,Month-to-month,Fiber optic,Yes,No,Electronic check,1,3,66.65,579.51,1
Male,0,No,Yes,7,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,34.33,307.7,1
Male,0,No,No,35,One year,Fiber optic,No,Yes,Mailed check,1,2,75.8,2621.85,0
Female,0,No,Yes,24,One year,DSL,No,No,Bank transfer,1,0,47.19,1307.1,0
Female,0,Yes,No,10,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1,75.1,815.45,1
Female,1,Yes,No,42,Month-to-month,DSL,No,No,Bank transfer,1,2,67.08,2696.46,0
Female,0,No,No,42,Month-to-month,Fiber optic,Yes,No,Mailed check,0,0,72.19,3002.75,0
Female,1,No,No,24,Month-to-month,DSL,No,Yes,Credit card,1,1,73.57,1720.32,1
Male,0,Yes,No,64,Month-to-month,Fiber optic,No,Yes,Credit card,1,0,83.91,5497.4,0
Male,0,Yes,No,6,Month-to-month,No,No internet service,No internet service,Electronic check,2,1,18.0,52.06,0
Male,1,Yes,No,19,Month-to-month,DSL,No,No,Bank transfer,4,0,41.31,649.8,0
Female,0,Yes,No,38,Month-to-month,Fiber optic,No,Yes,Mailed check,1,2,78.54,3045.57,0
Male,0,Yes,Yes,11,One year,DSL,Yes,Yes,Mailed check,1,0,64.83,540.68,1
Female,0,Yes,No,45,One year,DSL,No,Yes,Electronic check,2,0,53.81,2400.52,0
Male,1,Yes,No,53,Two year,Fiber optic,No,Yes,Bank transfer,1,0,72.72,3903.01,0
Female,1,No,No,2,Month-to-month,Fiber optic,No,No,Credit card,1,0,81.39,140.13,0
Female,0,No,Yes,66,One year,No,No internet service,No internet service,Electronic check,3,1,25.23,1751.28,0
Female,0,No,Yes,36,Month-to-month,DSL,Yes,Yes,Electronic check,0,1,67.76,2463.69,0
Female,0,No,Yes,17,Month-to-month,DSL,No,No,Bank transfer,0,0,49.94,794.98,1
Female,0,No,No,7,Month-to-month,Fiber optic,No,No,Credit card,1,2,69.35,499.29,1
Female,0,Yes,Yes,49,One year,Fiber optic,Yes,Yes,Bank transfer,0,1,101.24,5066.27,0
Male,0,No,No,9,Month-to-month,Fiber optic,No,No,Electronic check,0,1,73.58,677.75,1
Male,1,Yes,No,36,Two year,Fiber optic,No,No,Credit card,1,0,90.04,3273.9,0
Female,0,Yes,Yes,10,Month-to-month,No,No internet service,No internet service,Bank transfer,2,1,30.23,331.06,1
Female,0,No,No,26,Month-to-month,DSL,Yes,No,Mailed check,1,0,50.78,1277.83,0
Female,1,Yes,Yes,47,Two year,No,No internet service,No internet service,Electronic check,0,0,33.95,1496.83,0
Male,0,No,No,17,Month-to-month,No,No internet service,No internet service,Electronic check,2,1,23.39,421.69,0
Male,0,No,Yes,65,One year,DSL,Yes,Yes,Bank transfer,0,0,76.2,5041.09,0
Male,0,Yes,No,38,One year,DSL,No,No,Credit card,0,0,43.59,1693.12,0
Female,0,Yes,No,11,One year,Fiber optic,Yes,No,Bank transfer,1,0,63.32,616.77,0
Male,0,No,Yes,8,Month-to-month,Fiber optic,No,No,Credit card,4,1,69.82,584.95,1
Female,0,No,Yes,14,Two year,DSL,Yes,No,Mailed check,0,0,67.74,1005.95,0
Female,0,No,No,25,Month-to-month,DSL,Yes,No,Bank transfer,0,0,50.96,1346.61,0
Male,0,Yes,No,69,One year,Fiber optic,Yes,No,Bank transfer,0,0,80.64,5602.39,0
Male,0,No,Yes,72,Two year,No,No internet service,No internet service,Mailed check,0,0,18.61,1356.47,0
Male,0,Yes,No,17,One year,Fiber optic,Yes,No,Electronic check,3,1,83.55,1383.23,1
Male,0,Yes,No,17,Two year,No,No internet service,No internet service,Credit card,2,0,21.08,348.46,0
Female,1,No,No,42,Two year,Fiber optic,Yes,No,Electronic check,1,0,78.15,3343.38,0
Male,0,Yes,No,42,One year,Fiber optic,No,No,Credit card,0,0,66.33,2736.35,0
Female,0,Yes,No,59,One year,DSL,No,No,Credit card,1,0,43.0,2485.22,0
Male,0,Yes,No,60,One year,Fiber optic,No,No,Electronic check,0,1,53.62,3261.32,0
Female,0,No,No,13,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,18.0,257.85,0
Female,0,No,No,6,Month-to-month,No,No internet service,No internet service,Bank transfer,2,0,21.77,219.59,0
Female,0,No,No,39,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0,79.59,3159.73,1
Male,0,Yes,Yes,30,One year,DSL,Yes,Yes,Bank transfer,1,0,78.83,2332.88,0
Male,1,Yes,No,4,Month-to-month,DSL,No,Yes,Electronic check,0,1,52.84,305.37,1
Female,0,No,Yes,6,Two year,Fiber optic,No,Yes,Credit card,2,0,71.9,450.89,1
Female,0,Yes,Yes,37,Month-to-month,DSL,Yes,No,Bank transfer,2,0,45.4,1723.36,1
Female,0,Yes,No,23,Month-to-month,DSL,No,Yes,Bank transfer,1,0,63.84,1448.47,0
Male,0,Yes,No,38,Month-to-month,No,No internet service,No internet service,Credit card,1,0,28.57,1117.75,0
Male,0,No,Yes,10,Month-to-month,DSL,No,No,Credit card,0,0,52.58,495.97,0
Female,0,No,Yes,40,Month-to-month,Fiber optic,No,No,Bank transfer,1,0,71.76,2744.41,1
Male,0,Yes,No,33,One year,DSL,No,No,Credit card,1,3,46.01,1628.92,0
Female,1,Yes,No,42,One year,DSL,No,No,Credit card,0,0,59.87,2464.19,0
Female,0,No,No,18,Month-to-month,DSL,No,No,Credit card,5,0,42.79,738.33,1
Male,0,No,No,15,One year,DSL,No,Yes,Credit card,1,1,53.21,762.42,0
Male,0,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,Electronic check,3,0,75.87,642.01,1
Female,0,Yes,Yes,20,Month-to-month,Fiber optic,No,No,Credit card,1,0,67.97,1390.38,1
Male,0,No,No,52,Two year,Fiber optic,No,No,Credit card,0,0,62.8,3305.62,0
Female,0,No,Yes,61,Month-to-month,No,No internet service,No internet service,Bank transfer,2,1,18.96,1216.59,0
Female,0,No,No,9,Month-to-month,Fiber optic,No,No,Bank transfer,0,0,59.4,582.02,1
Male,0,No,No,25,Two year,Fiber optic,No,Yes,Bank transfer,1,0,69.33,1748.59,0
Female,0,No,Yes,70,Month-to-month,Fiber optic,Yes,No,Bank transfer,4,0,63.13,4432.48,0
Male,0,Yes,No,72,One year,Fiber optic,No,No,Electronic check,1,1,71.86,5265.89,0
Female,0,Yes,Yes,20,Month-to-month,DSL,No,No,Bank transfer,3,1,42.1,771.37,1
Male,0,Yes,No,55,One year,No,No internet service,No internet service,Mailed check,2,0,36.89,1977.98,0
Male,0,No,Yes,49,One year,Fiber optic,Yes,No,Bank transfer,0,1,83.58,4136.42,0
Female,0,Yes,No,46,One year,Fiber optic,Yes,No,Credit card,0,1,76.56,3543.63,0
Female,0,Yes,No,5,Two year,Fiber optic,Yes,Yes,Electronic check,2,0,88.56,424.03,1
Female,1,Yes,Yes,16,Month-to-month,Fiber optic,Yes,No,Credit card,1,1,82.87,1470.58,0
Female,0,No,No,23,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0,72.04,1587.71,0
Female,0,No,Yes,22,Two year,Fiber optic,No,Yes,Credit card,0,1,75.37,1662.93,0
Male,0,Yes,No,25,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1,85.62,2159.19,1
Female,1,Yes,No,72,Two year,Fiber optic,No,Yes,Electronic check,1,2,86.14,6179.43,1
Male,1,No,Yes,20,Two year,DSL,No,No,Bank transfer,1,0,42.83,818.25,1
Male,0,Yes,Yes,34,Two year,No,No internet service,No internet service,Mailed check,0,0,42.37,1423.78,0
Male,0,No,Yes,33,Month-to-month,No,No internet service,No internet service,Bank transfer,3,0,18.0,690.96,0
Male,0,Yes,No,25,One year,DSL,Yes,Yes,Bank transfer,2,0,45.72,1121.56,0
Male,1,No,No,10,One year,DSL,Yes,Yes,Mailed check,0,1,77.78,802.74,1
Male,1,Yes,Yes,27,Month-to-month,No,No internet service,No internet service,Credit card,0,1,29.83,770.41,0
Female,0,No,Yes,3,Month-to-month,DSL,No,No,Electronic check,2,0,50.48,195.5,1
Male,0,Yes,No,36,Month-to-month,DSL,Yes,No,Electronic check,2,2,62.48,2315.24,1
Female,1,Yes,Yes,3,Month-to-month,DSL,No,Yes,Credit card,0,2,51.57,144.56,1
Female,0,No,Yes,34,Two year,DSL,No,Yes,Mailed check,0,0,43.1,1507.85,0
Male,0,No,No,15,Two year,Fiber optic,Yes,Yes,Bank transfer,1,0,80.4,1199.41,0
Female,0,No,Yes,11,Month-to-month,Fiber optic,No,No,Bank transfer,1,0,63.42,700.48,0
Female,0,No,No,43,Month-to-month,Fiber optic,Yes,No,Electronic check,0,0,68.09,2955.13,1
Male,0,No,Yes,18,One year,DSL,No,No,Mailed check,1,0,44.18,814.29,0
Female,0,No,No,26,Month-to-month,Fiber optic,No,Yes,Electronic check,1,0,72.29,1893.88,0
Male,0,Yes,No,6,Month-to-month,DSL,Yes,No,Electronic check,0,1,52.22,224.98,1
Male,0,No,Yes,64,Two year,Fiber optic,Yes,No,Electronic check,2,0,79.05,4985.1,0
Male,0,Yes,No,28,Month-to-month,Fiber optic,No,Yes,Electronic check,4,2,81.46,2177.14,1
Female,0,Yes,No,28,One year,No,No internet service,No internet service,Credit card,0,0,26.4,655.13,0
Female,0,No,No,37,Month-to-month,Fiber optic,No,Yes,Credit card,2,0,56.67,2124.4,0
Male,0,Yes,Yes,1,Month-to-month,Fiber optic,No,No,Electronic check,1,2,60.86,39.68,1
Female,0,Yes,No,69,Two year,Fiber optic,Yes,No,Bank transfer,1,1,67.97,4652.02,0
Female,0,Yes,Yes,20,Month-to-month,Fiber optic,Yes,No,Mailed check,2,0,85.57,1819.56,1
Female,0,No,Yes,66,One year,Fiber optic,No,No,Electronic check,1,1,62.21,4178.01,0
Male,0,No,Yes,19,One year,Fiber optic,Yes,Yes,Electronic check,2,0,68.82,1212.18,1
Male,1,Yes,No,16,Month-to-month,No,No internet service,No internet service,Bank transfer,3,1,29.51,420.08,1
Male,0,Yes,Yes,35,One year,No,No internet service,No internet service,Electronic check,3,0,24.73,808.64,0
Female,0,Yes,Yes,72,Two year,Fiber optic,No,Yes,Credit card,0,0,97.12,6996.38,0
Female,0,Yes,No,55,Month-to-month,Fiber optic,No,No,Credit card,2,0,57.95,3109.76,0
Male,1,Yes,No,38,One year,Fiber optic,Yes,No,Bank transfer,3,0,74.26,2781.01,0
Female,0,Yes,Yes,34,Month-to-month,DSL,No,No,Credit card,1,0,40.7,1408.86,0
Female,0,No,No,27,One year,Fiber optic,No,No,Electronic check,2,0,60.72,1631.42,0
Male,0,No,Yes,64,One year,No,No internet service,No internet service,Bank transfer,0,1,18.0,1073.39,0
Female,0,Yes,No,44,Two year,No,No internet service,No internet service,Electronic check,1,0,18.0,798.1,0
Female,0,Yes,No,7,Month-to-month,No,No internet service,No internet service,Mailed check,2,0,25.49,186.2,0
Female,0,Yes,No,11,One year,Fiber optic,No,No,Mailed check,0,0,69.5,777.38,1
Female,0,Yes,No,38,Two year,Fiber optic,No,No,Electronic check,1,0,68.75,2528.04,1
Female,1,Yes,No,10,One year,Fiber optic,Yes,No,Bank transfer,2,0,86.15,920.36,1
Male,1,No,Yes,28,One year,Fiber optic,No,Yes,Electronic check,0,0,81.46,2251.04,1
Male,0,No,No,46,Month-to-month,DSL,Yes,No,Electronic check,2,0,62.68,2814.2,0
Male,0,Yes,No,35,Month-to-month,Fiber optic,No,No,Credit card,2,0,70.29,2464.36,1
Female,0,Yes,No,8,Month-to-month,DSL,Yes,Yes,Electronic check,0,0,66.47,571.51,1
Female,0,No,No,12,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1,84.42,1048.82,1
Male,1,No,No,36,One year,No,No internet service,No internet service,Electronic check,0,0,18.0,725.23,0
Female,1,Yes,No,72,Two year,Fiber optic,No,Yes,Mailed check,1,0,71.77,5129.34,0
Female,0,No,No,24,Month-to-month,DSL,No,Yes,Credit card,0,0,57.59,1284.99,0
Male,0,Yes,No,47,Two year,Fiber optic,No,Yes,Credit card,2,1,77.33,3614.85,0
Female,0,No,Yes,35,One year,Fiber optic,No,No,Bank transfer,1,0,57.63,1847.42,0
Male,0,Yes,No,15,Month-to-month,Fiber optic,Yes,No,Mailed check,1,1,82.1,1181.48,1
Female,0,No,Yes,48,One year,DSL,No,Yes,Credit card,2,2,68.52,3268.87,0
Female,0,Yes,Yes,5,Month-to-month,Fiber optic,Yes,No,Bank transfer,3,0,86.91,404.95,0
Male,0,No,Yes,45,One year,No,No internet service,No internet service,Credit card,1,0,18.45,860.82,0
Male,0,No,No,37,Month-to-month,DSL,No,Yes,Electronic check,1,0,63.8,2359.32,0
Male,0,No,No,17,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,0,80.77,1399.94,1
Female,0,No,No,11,One year,No,No internet service,No internet service,Electronic check,0,0,24.56,287.02,0
Male,0,Yes,Yes,18,Month-to-month,Fiber optic,No,No,Mailed check,3,1,77.82,1311.69,1
Male,0,No,No,14,Month-to-month,No,No internet service,No internet service,Credit card,1,0,34.73,522.31,0
Male,0,Yes,No,21,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,0,80.46,1657.28,1
Female,0,No,Yes,19,Month-to-month,Fiber optic,No,No,Credit card,2,0,64.85,1245.06,0
Female,0,Yes,Yes,17,Month-to-month,Fiber optic,No,No,Electronic check,2,1,80.99,1404.53,1
Female,0,Yes,Yes,5,One year,DSL,No,No,Mailed check,0,0,48.19,193.23,0
Male,1,Yes,No,9,Month-to-month,DSL,Yes,No,Credit card,0,0,31.99,246.45,0
